IBINASE AQUEOUS Nasal Spray 200md,null
I RINSE Nasal Spray 100ml,null
Hynasal XL Nasal Drops 15ml,null
Hynasal Nasal Drops 15ml,null
HYNASAL Nasal Drops 20ml,null
Hatric Vapo Capsule 10'S,null
Halent Vapocap 10'S,null
FTSON 0.05% Nasal Spray 10ml,null
FLOMIST F Nasal Spray 120md,null
Furamist AZ Nasal Spray 70Md,null
Furamist Nasal Spray 120Md 1's,null
FREEAIR AZ Nasal Spray 9.8gm,null
Freeair Nasal Spray 6Gm,null
FLUTIWAYS AZ Nasal Spray 70md,null
FLUTIWAYS Nasal Spray 16gm,null
FLUTIVIO 0.05% Nasal Spray 10ml,null
FLUTIVAC Nasal Spray 6gm,null
Flutirest AZ Nasal Spray 10ml,null
Flutiflo FT Nasal Spray 120Md,null
Flutiflo Nasal Spray 10ml,null
FLUTICONE OX Nasal Spray 7gm,null
Fluticone FT 120Md Nasal Spray 6Gm,null
Fluticone Nasal Spray 12ml,null
FLUTICLEAR Nasal Spray 12ml,null
Fluoren Nasal Spray 6Gm,null
FLUOK FT Nasal Spray 27.5gm,null
Flublock AZ Nasal Spray 7ml,null
Flublock Nasal Spray 6Gm,null
Floresp AZ Nasal Spray 10ml,null
Floresp 120md Nasal Spray 6gm,null
Flixonase 0.05% Innospray 120Md,null
FEBREX PLUS Tablet 15's,null
Ezicas F Nasal Spray 120Md,null
Ezicas AZ Nasal Spray 7ml,null
ENTOMED PLUS Capsule 10's,null
Easibreathe Capsule 10'S,null
Duonase 70Md Nasal Spray 7Gm,null
Digihaler SF 250mcg Inhaler 120Md,null
Diconal S Nasal Drops 15ml,null
Derinide AQ Nasal Spray 10ml,null
CLARIVION 0.65% Nasal Spray 20ml,null
CORIZA Nasal Drops 10ml,null
CORINASE Nasal Drops 10ml,null
Coriminic P Tablet 10'S,null
Corex 0.10% Nasal Spray 10ml,null
Combinase FT Nasal Spray 70Md,null
Combinase AQ Nasal Spray 70Md,null
CLIARWAY Nasal Drops 20ml,null
CLENO X Nasal Drops 10ml,null
CLENO S Nasal Solution 15ml,null
Cephagraine Nasal Drops 15ml,null
CENSIA Nasal Spray 12ml,null
BESTOVOL INHALENT Softgel Capsule 10's,null
Budenase AQ Nasal Spray 150Md,null
BRESOL NS Saline NASAL Solution 10ml,null
BREATHEIN Soft Gelatin Capsule 10's,null
Breath EX Capsule 10'S,null
BLOCKFREE Nasal Spray 10ml,null
BIOTRIVIN PAED Nasal Drops 10ml,null
BINGO Nasal Drops 10ml,null
AZENATE 70md Nasal Spray 9.8ml,null
Azeflo Nasal Spray 70Md,null
Axunil 27.5Mcg Nasal Spray 120Mdi,null
Axunil 27.5Mcg Nasal Spray 180Md,null
Avamys Nasal Spray 120Md,null
Arzep Nasal Spray 10ml,null
Armist Nasal Spray 9.8ml,null
APLOVIR Nasal Spray 20ml,null
ALLEGRA Nasal Spray 120mdi,null
SOFIRASH Cream 30gm,null
Ezinapi + Cream 50gm,null
Ezinapi + Cream 10gm,null
name,null
CALCISOME Nasal Spray 30md,null
ZOLDRO 4mg Injection 1's,null
Unicalcin NS Nasal Spray 3.7ml,null
Unicalcin 100IU Injection 1ml,null
UNICALCIN 50iu Injection 1's,null
Tricium Pth Tp3 250mcg Injection 1'S,null
SYMCAL Soft Gelatin Capsule 10's,null
Supracal OS Tablet 10'S,null
Stoplos A + Sweet Lemon Flavour Sugar Free Tablet 4'S,null
Shelcal OS 500mg Tablet 15'S,null
Shelcal K Tablet 15'S,null
Shelcal Iso Capsule 15'S,null
Shelcal CT Tablet 15'S,null
Rocaltrol 0.25Mcg Capsule 10'S,null
Ostospray 2200IU Spray 3.7ml,null
OSTISHINE Nasal Spray 6ml,null
OSTEOTIDE PFS Disposable Pen 3ml,null
Osteofos 70mg Tablet 4'S,null
Osteofos 35mg Tablet 4'S,null
OSTAQUICK Capsule 10's,null
OSTA D CAL Suspension 200ml,null
Ossopan 500mg Tablet 15'S,null
Newbona Fem Tablet 10'S,null
Newbona A Plus Tablet 10'S,null
Newbona Capsule 10'S,null
NEW Adtrol Plus Tablet 15'S,null
Nandryl 50Mg Injection 1's,null
Nandryl 25Mg Injection 1's,null
MINOSHINE M Capsule 1's,null
MINODRONE Capsule 1's,null
Miacalcic 200IU Nasal Spray 1's,null
METABOL 25mg Injection 1ml,null
MAXTONIN Nasal Spray 6ml,null
MAXITRIOL Tablet 10's,null
Laretol Injection 1ml,null
KALNASE Nasal Spray 6ml,null
IBAZEST 150 Tablet 1's,null
Idrofos Kit 31'S,null
IBANDZONIC Tablet 1's,null
IBANDEOS 150 Tablet 1's,null
IBAN PLUS Tablet 1's,null
GOLDCAL ALEN Tablet 4's,null
Gemitrol NS Nasal Spray 6ml,null
Gemitrol Nasal Spray 3.7ml,null
Gemitrol Kit 1's,null
Gemcal Nasal Spray 3.7ml,null
Gemcal Kit Tablet 1's,null
Fosavance 70/5600mg Tablet 4'S,null
Flurish 150mg Tablet 1's,null
DENAXA 60mg Prefilled Syringe(Pfs) 1ml,null
Cipcal D3 60000IU Granules 1gm,null
Caltive Capsule 10'S,null
Calspray Spray 3.7ml,null
Calinta Tablet 10'S,null
Calinta Kit Tablet 31'S,null
Calcom Plus Tablet 10'S,null
CALCITOMIN Spray 3ml,null
Calcirol Plus Tablet 10'S,null
Calcinase Nasal Spray 30Md,null
CALCINASE 2200iu Nasal Spray 60md,null
Calcimax OP Plus Tablet 15'S,null
CALCIMATE CL Nasal Spray 3.7ml,null
Bonmin K2 Tablet 10'S,null
Bonical C Tablet 10'S,null
Bonestat Capsule 15'S,null
BONEBASE K2 Tablet 10's,null
BON K2 Tablet 10'S,null
Bmdrise Nasal Spray 6ml,null
BIODRONATE 90mg Injection 1's,null
BIODRONATE 60mg Injection 1's,null
BIODRONATE 30mg Injection 1ml,null
BIODEBOL 100 Injection 1ml,null
BIODEBOL 25 Injection 1ml,null
BIOCALCIN 100iu Injection 1ml,null
BIO D3 Plus Suspension 120ml,null
BIO D3 Plus Capsule 15'S,null
BIO D3 DS Capsule 10'S,null
BIO D3 Capsule 10'S,null
Bandrone 6mg Injection 1's,null
Bandrone 50mg Tablet 10'S,null
Bandrone 150mg Tablet,null
Auxitrol Capsule 10'S,null
Aristrol 0.25mg Capsule 10'S,null
Alphadol C Capsule 10'S,null
Alphadol 1Mcg Capsule 10'S,null
Alphadol 0.5Mcg Capsule 10'S,null
Alphadol 0.25Mcg Capsule 10'S,null
Alfacal Plus Capsule 10'S,null
Alfacal 0.25mcg Capsule 10'S,null
Alfa Ostebon Capsule 10'S,null
ALENDROS 70 Tablet 4's,null
ALENDEOS 70 Tablet 4's,null
ALENDATE 70 Tablet 4's,null
Active D Capsule 10'S,null
XTAR Tooth Paste 100gm,null
VANTEJ AQUA Mouth Wash 100ml,null
COOLORA Rinse & Gargle 300ml,null
Zytee RB (Tube) Gel 10ml,null
Zytee RB (Bottle) Gel Solution 10ml,null
Zytee L 9% Gel 10ml,null
Zingisol New Astringent Lotion 15ml,null
XEROLIVE Liquid 50ml,null
WASHON Mouth Wash 150ml,null
Wokadine Menthol Flavour Gargle 50ml,null
Wokadine 2% with Menthol Gargle 100ml,null
WETADINE 2 COOL MINT GERMICIDE Gargle 100ml,null
WET MOUTH DRY MOUTH RELIEF PEPPERMINT FLAVOUR Mouth Wash 200ml,null
VERSATIL Tooth Paste 100gm,null
VANTEJ EXTRA FOAMING WITH REFRESHING FLAVOUR Tooth Paste 50gm,null
VANTEJ EXTRA FOAMING WITH REFRESHING FLAVOUR Tooth Paste 100gm,null
ULTRADENT GUM Paint 15ml,null
ULTRADENT CLOVE Oil 2ml,null
ULTRADENT Dental Gel 50gm,null
ULFREE Gel 10gm,null
ULCERFREE Gel 10gm,null
TAN X Gum Astringent 30ml,null
TAN X Gum Astringent 15ml,null
Tusq D Orange Cough Lozenges 6'S,null
TURINSE MINT FLAVOUR Mouth Wash 150ml,null
TURBOCORT Oral Paste 15gm,null
Trioplast 0.1% Paste 5gm,null
TRAVORAL Mouth paint 15ml,null
TOSTI Gel(Oral) 5gm,null
Toothmin Cream 70gm,null
THYMOL Lotion 30ml,null
THERMOSEAL SMART Tooth Brush 1's,null
THERMOSEAL ULTRA SOFT Tooth Brush 1's,null
Thermoseal Repair Tooth Paste 50gm,null
Thermoseal Repair Tooth Paste 100gm,null
Thermoseal Proxa WS Interdental Brush 5'S,null
Thermoseal Ortho Tooth Brush 1'S,null
Thermoseal Paste 100gm,null
Thermoseal Proxa NS Interdental Brush 5'S,null
Thermoseal Floss Mint Flavoured 50Mts,null
THERMOSEAL Tooth Brush 1's,null
Thermokind F Spearmint Flavour Sugar Free Gel 100gm,null
Thermokind F Spearmint Flavour Sugar Free Gel 50gm,null
Thermokind Cool Mint Flavour Mouth Wash 150ml,null
TESS Paste 5gm,null
TACVIDO FORTE Oral Gel 25ml,null
STOMASAFE Oral Paste 5gm,null
STOMA CARE MUCO ADHESIVE Gel 15ml,null
STOLIN R FOAMING Gel 120gm,null
STOLIN R FOAMING Dental Gel 50gm,null
STOLIN R FOAMING Dental Gel 100gm,null
SEPSADONE 2% Gargle 100ml,null
SENSOTHERM COOL MINT FLAVOURED Gel 50gm,null
SENSOPIL NEW Dental Gel 100gm,null
Surgiscrub Lotion 500ml,null
SUCRAL Gel 10gm,null
Stolin Gum Astringent Liquid 15ml,null
Stolin Paste 100gm,null
STOLIN Oral Gel 100gm,null
SOREGEL Gel(Oral) 10gm,null
Soludine Plus Gargle 100ml,null
SOLUDINE PLUS Gargle 50ml,null
Snowdent Denture Brush 1's,null
SNOWDENT Dental Cream 100gm,null
SMYLE ORANGE FLAVOUR Throat Drops 50's,null
SMYLE ORANGE FLAVOUR Throat Drops 200's,null
SMYLE MENTHOL+EUCA FLAVOUR Throat Drops 50's,null
SMYLE MENTHOL+EUCA FLAVOUR Throat Drops 200's,null
SMILOGEL MOUTH ULCER Gel 10gm,null
SMILOGEL CT Gel 10gm,null
SMF Solution 12ml,null
SHY XT Tooth Paste 70gm,null
SHY OR Oral Rinse 100ml,null
SHY NM New Foaming Tooth Paste 50gm,null
SHY NM New FOAMING Tooth Paste 100gm,null
SHY Oral Gel 70gm,null
SHINE N SMILE Tooth Polish 80gm,null
Senzof Paste 50gm,null
SENSOTHERM PLUS COOL MINT FLAVOURED Gel 100gm,null
SENSOKARE F MEDICATED Dental Gel 100gm,null
Sensoform Paint Liquid 20ml,null
Sensoform Dental Cream 60gm,null
SENSOFORM Paste 60gm,null
SENSOFORM Dental Cream 120gm,null
SENSOFORM Dental Cream 100gm,null
SENSOFORM Brush 1's,null
RR Sensoform Paste 40gm,null
SENSODIUM Tooth Paste 75gm,null
SENSODENT R Dental Gel 100gm,null
Sensodent KF Xpro Paste 125gm,null
SENSODENT KF FOAMING Dental Gel 75gm,null
SENSODENT KF FOAMING Dental Gel 125gm,null
SENSODENT KF Foaming Dental Gel 50gm,null
Sensodent K Plus Paste 100gm,null
SENSODENT K (CLOVE OIL) Dental Cream 60gm,null
SENSODENT K (CLOVE OIL) Dental Cream 50gm,null
SENSODENT K (CLOVE OIL) Dental Cream 120gm,null
SENSODENT K (CLOVE OIL) Dental Cream 100gm,null
Sensodent K Mouth Wash 150ml,null
SENSODENT K Dental Cream 50gm,null
SENSODENT K Dental Cream 100gm,null
Sensodent KF Foaming Dental Gel 100gm,null
Sensinil Tooth Paste 100gm,null
Sensigel Dental Gel 50gm,null
SENSICURE K Dental Gel 100gm,null
SENSICURE Dental Cream 50gm,null
SENQUEL F Medicated Oral Gel 100gm,null
Senquel F Foaming Medicated Oral Gel 50gm,null
Senquel Foaming Oral Gel 100gm,null
Senquel AD Mouth Wash 200ml,null
Senquel AD Mouth Wash 100ml,null
Senolin SF Gel 50gm,null
Senolin Orthodontic Brush 1's,null
Senolin Dental Cream 100gm,null
SECURE DENTURE Tablet 10's,null
SECURE Cleansing Tablet 4's,null
Secure Adhesive Powder 20gm,null
Secure Adhesive Cream 20gm,null
S OFF OR Oral Rinse 110ml,null
S CORT Injection 2ml,null
RR SENSOFORM RAPID RELIEF DENTAL Gel 80gm,null
RR SENSOFORM RAPID RELIEF DENTAL Gel 40gm,null
Rinzin Mouth Wash 100ml,null
RINZIN Mouth Wash 80ml,null
REXIDIN SRS Mouth Wash 75ml,null
REXIDIN SRS Mouth Wash 150ml,null
Rexidin M Forte Gel 15gm,null
Rexidin Mouth Wash 60ml,null
Rexidin Plus Mouth Wash 150ml,null
REXIDIN 0.2% Mouth Wash 1litre,null
Replay Denture Kit 1's,null
Recofast Strawberry Lozenges 10'S,null
Recofast Orange Lozenges 4'S,null
Recofast Orange Lozenges 10'S,null
Recofast Lozenges 4'S,null
RA Thermoseal Rapid Action Fresh Mint Tooth Paste 50gm,null
RA Thermoseal Rapid Action Fresh Mint Tooth Paste 100gm,null
RA Thermoseal New Rapid Action Fresh Mint Flavour Gel 100gm,null
QCAN Mouth Paint 15ml,null
Quadrajel Gel 30gm,null
PROOF DENTAL Paste 100gm,null
POVIZOX Gargle 100ml,null
POVIBEST Gargle 100ml,null
PEDIFLOR KIDZ NATURAL ORANGE Tooth Paste 70gm,null
PYX SF Tooth Paste 50gm,null
PYX G Tooth Paste 100gm,null
Pyosan New Gum Paint 15ml,null
PURADINE THROAT Spray 50ml,null
PURADINE Gargle 150ml,null
PROFLO Mouth Rinse 180ml,null
PRE FRESH Mouth Wash 100ml,null
POVITOTAL MINT FLAVOUR Gargle 100ml,null
POVISTOP MINT Gargle 60ml,null
POVINANZ THROAT Spray 50ml,null
POVINANZ MINT FLAVOUR Gargle 150ml,null
POVINANZ Gargle 100ml,null
POVICLEAN Gargle 150ml,null
POVI 10 Germicide Gargle 60ml,null
PINKGUMS Gel 10gm,null
PEEDESAN Tooth Paste 100gm,null
PEDIREX Mouth Wash 100ml,null
PEDIFLOR KIDZ MELON FLAVOUR Tooth Paste 70gm,null
PEDIFLOR KIDZ BUBBLE GUM Tooth Paste 70gm,null
Pediflor Kidz Paste 70gm,null
Pediflor Kidz Green Apple Flavour Tooth Paste 70gm,null
ORAHEX PLUS SUGAR FREE SPEARMINT FLAVOUR Oral Rinse 150ml,null
OXUM Spray 100ml,null
OWET PLEASANT LEMON FLAVOUR Solution 60ml,null
Otoflour Tablet 10'S,null
ORTURM Gel 35gm,null
OROTRIYA DENTAL Paste 5gm,null
OROTOP Mouth Wash 250ml,null
OROSTAT Mouth Wash 150ml,null
OROSTAT Dental Gel 75gm,null
OROSOFT PLUS Gel 15g,null
OROMUST Mouth Wash 250ml,null
OROGARD INSTA Gel 10gm,null
OROCLEAR Mint Flavour Mouth Spray 50ml,null
ORO G THROAT Spray 50ml,null
ORO FAST Mouth Rinse 300ml,null
ORO FAST Mouth Rinse 100ml,null
Ornigreat Gel 10gm,null
OREX LO Gel 10gm,null
OREX Gel 10gm,null
Oraways Buccal Paste 5gm,null
ORASTIK Paste 10gm,null
ORASORE MOUTH ULCER Tablet 10's,null
Orasore Dental Gel 10gm,null
Orasore Gel(Oral) 12Gm,null
ORASEP OT MOUTH PAINT Liquid 15ml,null
ORASEP LA Gel 15ml,null
ORASEP Mouth Wash 100ml,null
Orasep Gel 15ml,null
ORAMINT HERBAL Mouth Wash 200ml,null
Oralixir Mouth Wash 200ml,null
ORAL EASE Toothgel 50gm,null
ORAHEX PRO Mouth Wash 150ml,null
ORAHEX DG SUGAR FREE SPEARMINT FLAVOUR Oral Rinse 150ml,null
Orahelp Gel 15gm,null
Orafresh Mouth Wash 100ml,null
ORAFREND Tooth Paste 100gm,null
ORAFLORA MOUTH Gel 10gm,null
ORAFLORA LA Gel 15gm,null
ORA FAST Gel 15gm,null
ONTESS MUCOSAL Paste 10gm,null
Omnident Gel 70gm,null
OCTENOXA Gargle 60ml,null
O2 FRESH Tooth Paste 50gm,null
O2 FRESH Mouth Wash 100ml,null
Nuforce Mouth Paint 15ml,null
No Sores Gel 10gm,null
Nitrahex Mouth Wash Liquid 100ml,null
Nitra Mint Flavour Gel 50gm,null
Nitra Mint Flavour Gel 100gm,null
NGDIN Gargle 100ml,null
MUDYNE Oral Rinse 500ml,null
Mycoclin Mouth Paint 15ml,null
Mucopain Gel 15gm,null
METROHEX PLUS Gel 20gm,null
Metrogyl DG Forte Gel 20gm,null
MAXTRA GARGLE Oral Rinse 120ml,null
MACBERY Sugar Free Mint Flavour Gargle 150ml,null
LIDOCAM SUGAR FREE Chewable Tablet 15's,null
Lupident Mouth Wash 150ml,null
Lupident Gel(Topical) 100gm,null
Lisarinse Mouth Wash 100ml,null
Lidocam Mouth Wash 120ml,null
Lexanox Plus Sugar Free Oral Paste 5gm,null
Lexanox Paste 5gm,null
LARY Spray 60ml,null
LARY Spray 50ml,null
Kontum Mouth Wash 120ml,null
Kids Bunny Strawberry Mint Flavour Dental Gel 80gm,null
KIDODENT YUMMY BUBBLE FRUIT FLAVOUR Gel 75gm,null
Kidodent Bubble Fruit Flavour Mouth Wash 150ml,null
KID O SENSE Gel 50gm,null
KENACORT NEW 0.1% Paste 7.5gm,null
Kenacort 0.1% Oral Paste 5gm,null
KANSEL MP Mouth Paint 25ml,null
IGP Gum Paint 15ml,null
Ibioral Mouthwash Solution 150ml,null
HEXIMETRO MOUTH Gel 15gm,null
HEXIDALE Mouth Wash 100ml,null
HAA Mouth Wash 150ml,null
Hydent Pro Tooth Paste 70gm,null
HYDENT K Oral Gel 100gm,null
HEXIMAX Mouth Wash 80ml,null
Hexigel Gel 15gm,null
HEXIDRIN GREEN Mouth Wash 250ml,null
HEXIDRIN GREEN Mouth Wash 150ml,null
HEXIDRIN BLUE Mouth Wash 250ml,null
HEXIDRIN BLUE Mouth Wash 150ml,null
HEXIDINE FRESH SUGAR FREE ANISE FLAVOUR Mouth Wash 300ml,null
Hexidine EP Mouth Wash 150ml,null
Hexidine Mouth Wash Liquid 80ml,null
Hexidine Mouth Wash Liquid 160ml,null
Hexidine 0.2% Mouth Wash 500ml,null
HEXIDE Mouth Wash 170ml,null
HEXIAT Mouth Wash 100ml,null
HEXASOL Mouth Wash 100ml,null
GOSITIS Mouth Wash 450ml,null
Gumtone Powder 40gm,null
Gumtone Gel 50gm,null
GUMREST Gum Paint 15ml,null
GUMLOC Liquigel 10ml,null
GUMEX S SUGAR FREE Gel 50gm,null
GUMEX S Mouth Wash 170ml,null
GUMEX S Mouth Rinse 150ml,null
Gumex Gum Paint 25ml,null
GUMEX Gum Paint 60ml,null
GUMEX Gum Paint 10ml,null
GUMCURE 32 Gum Paint 15ml,null
GUMAID Gum Astringent 15ml,null
GUARD ORAL RINSE Mouth Wash 100ml,null
Guard OR Mouth Wash 250ml,null
GUARD OR Mouth Wash 110ml,null
Guard OR Mouth Wash 100ml,null
GLODENT Tooth Paste 70gm,null
Glizer Tooth Paste 100gm,null
GINGICORT Buccal Paste 10gm,null
G CURE Gel 10gm,null
G 32 Tablet 100'S,null
Freshclor Mint Flavour Mouthwash 200ml,null
FRESHCLOR Mint flavour Mouth Wash 100ml,null
FOLIMOST Gel 10gm,null
FLUORITOP SR Dental Varnish 10X1.5ml,null
Fluoritop Tangy Orange Flavour Mouth Wash 160ml,null
FLODIUM Tablet 10's,null
Fixon Strawberry Flavour Cream 50gm,null
FITTYDENT SUPER ZINC FREE DENTURE ADHESIVE Cream 20gm,null
Fittydent Tablet 4'S,null
EVERFRESH Mouth Wash 100ml,null
Enafix Tooth Paste 70gm,null
Eludril Perio Mouth Wash Liquid 100ml,null
Elsenz Paste 70gm,null
DENTONE RAPID RELIEF FRESH MINT Tooth Paste 80gm,null
DENTONE PLUS Mouth Wash 100ml,null
DENTONE Gum Paint 15ml,null
DENTONE Mouth Wash 100ml,null
DENTE 91 MOM CINNAMON & GINGER LACTOFERRIN Mouth Wash 150ml,null
DENSIVE DENTURE CLEANSER Tablet 30's,null
DREZ READY Gargle 150ml,null
Drez Gargle Syrup 100ml,null
DREZ Gargle 60ml,null
Dologel CT Gel 10gm,null
Dologel Gel 15gm,null
DENTURITE DENTURE Cleanser 200gm,null
DENTURITE Powder 100gm,null
Dentogel Liquid 20gm,null
Dentogel Liquid 15ml,null
Dentogel Gel 15gm,null
DENTE 91 MOM CINNAMON & GINGER Tooth Paste 100gm,null
Dentacain Gel 10gm,null
Denoseal New Refreshing Cool Mint Tooth Paste 50gm,null
Denoseal F New Refreshing Cool Mint ToothPaste 50gm,null
D Flour 20mg Tablet 10'S,null
CLOHEX HEAL FRESH MINT FLAVOUR SUGAR FREE INTENSIVE GUM CARE Liquid 150ml,null
CLOHEX ADS MINT FLAVOUR NO SUGAR ADDED Mouth Wash 200ml,null
CANDIZEST Mouth Paint 25ml,null
CANDIDAC Mouth Paint 25ml,null
Curenext Oral Gel 50gm,null
Coolora Mouth Wash 100ml,null
COFSILS EXPERDINE Gargle 100ml,null
Clotrin Mouth Paint 15ml,null
CLOTREX Mouth Paint 15ml,null
CLOHEX WS INTERDENTAL Brush 6's,null
CLOHEX NS INTERDENTAL Brush 6's,null
CLOHEX ADS MINT FLAVOUR SUGAR FREE Mouth Wash 80ml,null
Clohex Ads Mouth Wash 200ml,null
CLOHEX ADS Mouth Wash 80ml,null
Clohex Mouth Wash Liquid 150ml,null
CLOGEN Lozenges 10's,null
Clinsodent Denture Cleaning Powder 60gm,null
Clinsodent Tablet 4'S,null
Clinsodent Denture Brush 1's,null
Clenorush Gel 15ml,null
Clenora MP Gel 15ml,null
Clenora Gel(Oral) 15ml,null
Cinort Oral Paste 5gm,null
CHOLCER Gel 15gm,null
Cheerio Gel 75gm,null
CH X LT Mouth Wash 150ml,null
CH X FRESH MINT FLAVOUR Mouth Wash 150ml,null
CAVISAN MEDICATED DENTAL Cream 100gm,null
Candy Cop Bubblegum Flavour Tooth Paste 70gm,null
Candid Mouth Paint 25ml,null
Candid Mouth Gel 10gm,null
BIQOL Mouth Wash 500ml,null
BI FOLATE MOUTH ULCER Gel 15ml,null
BIOSORE Gel(Oral) 10gm,null
BINGO MP Mouth Paint 25ml,null
BETAPURE GARGLE Solution 60ml,null
BETAPURE GARGLE Solution 100ml,null
Betakind Mint Flavour Gargle 50ml,null
BETADINE MINT Gargle 100ml,null
Betadine Small Mint Gargle 50ml,null
BENZITUM Mouth Wash 150ml,null
BENZIN Gargle 100ml,null
B FOLCIN Gel 10gm,null
AUGDENT PLUS Gel 100gm,null
AUGDENT PLUS Gel 50gm,null
AUGMEXIN M FORTE Gel 10gm,null
AUGMEXIN LA Gel 10gm,null
AUGDINE Mouth Wash 100ml,null
ASTRIGUM Gum Astringent 15ml,null
ARTISAL Mouth Spray 100ml,null
ARCHDENT Mouth Wash 150ml,null
Anabel Liquid Gel 15gm,null
Anabel CT Gel 10gm,null
ANABEL Gel 20gm,null
AMLENOX Oral Paste 5gm,null
Amfresh Mouth Gel 15gm,null
Amfresh Mouth Rinse 150ml,null
Amflor Tooth Paste 70gm,null
Amflor Mouth Wash 170ml,null
AMFLOR Oral Rinse 250ml,null
Alex SF Cough Lozenge 10'S,null
Aclaim Paste 70gm,null
ACE Tooth Paste 50gm,null
OBEPPARALPHA Capsule 10's,null
GO LEAN Powder 50gm,null
QRAHEP Capsule 10's,null
ORLIQUEST 60 Capsule 10's,null
ORLIPRIDE 120mg Capsule 10's,null
ORLIP X 60 Capsule 10's,null
ORLIP X 120 Capsule 10's,null
ORLIDIP 120 Capsule 10's,null
name,null
PULMONEXT KIT Tablet 10's,null
Bosentas 62.5mg Tablet 10'S,null
AMIZEST SR 400 Tablet 10's,null
AMIZEST SR 200 Tablet 10's,null
AMIZEST SR 100 Tablet 10's,null
ZONALTA 8mg Tablet 7's,null
Zaporil 200mg Tablet 10'S,null
XENTAS 0.5mg Tablet 10's,null
Trinicalm Plus Tablet 10'S,null
TRINICALM FORTE Tablet 15's,null
Trazine S Tablet 10'S,null
Trazine H Tablet 10'S,null
Tolaz LA 405mg Injection 1's,null
Tolaz LA 300mg Injection 1'S,null
Tolaz LA 210mg Injection 1'S,null
Tolaz DT 7.5mg Tablet 10'S,null
Thioril 25mg Tablet 10'S,null
Teru MS 14mg Tablet 10'S,null
Talecalm Plus Tablet 10'S,null
SIZOSURE 40 Tablet 10's,null
Sulpra 50mg Tablet 10'S,null
Sulpra 200mg Tablet 10'S,null
Sulpra 100mg Tablet 10'S,null
Sulpitac OD 200mg Tablet 10'S,null
SULPITAC MD 50mg Tablet 10's,null
Sulpitac 50mg Tablet 10'S,null
Sulpitac 400mg Tablet 10'S,null
Sulpitac 300mg Tablet 10'S,null
Sulpitac 200mg Tablet 10'S,null
Sulpitac 100mg Tablet 10'S,null
Sulpidon OD 400mg Tablet 10'S,null
Sulpidon OD 200mg Tablet 10'S,null
Sulpidon 100mg Tablet 10'S,null
Sulpicad 100mg Tablet 10'S,null
Sulgiride 25mg Tablet 10'S,null
STEMETIL MD 5mg Tablet 15's,null
Spenzo 40mg Injection(Depot) 2ml,null
Soltus OD 300mg Tablet 10'S,null
Soltus OD 100mg Tablet 10'S,null
Soltus OD 200mg Tablet 10'S,null
Soltus 400mg Tablet 10'S,null
Soltus 300mg Tablet 10'S,null
Soltus 200mg Tablet 10'S,null
Soltus 100mg Tablet 10'S,null
Solian 400mg Tablet 10'S,null
Solian 200mg Tablet 10'S,null
Solian 100mg Tablet 10'S,null
SOLIAN 50mg Tablet 15's,null
Skizotus OD 300mg Tablet 10'S,null
Skizotus OD 200mg Tablet 10'S,null
Skizotus OD 100mg Tablet 10'S,null
Skizotus 50mg Tablet 10'S,null
Skizotus 200mg Tablet 10'S,null
Skizotus 100mg Tablet 10'S,null
SIZOPRIDE 50 Tablet 10's,null
SIZOPRIDE 200 Tablet 10's,null
SIZOPRIDE 100mg Tablet 10's,null
SIZONORM PLUS Tablet 10's,null
Sizodon 2mg Tablet 10'S,null
Sizodon 1mg Tablet 10'S,null
SHIRIL 25mg Tablet 10's,null
SHIRIL 10mg Tablet 10's,null
RISKON 2 Tablet 10's,null
RISKON 1 Tablet 10's,null
Rospitril Plus 4mg Tablet 10'S,null
Rospitril Plus 3mg Tablet 10'S,null
Rospitril Plus 2mg Tablet 10'S,null
RIZE FORTE Tablet 10's,null
Rispond Plus Ls Tablet 10's,null
Risperdal 4mg Tablet 30'S,null
Risperdal 2mg Tablet 30'S,null
Risperdal 1mg Tablet 30'S,null
RISP PLUS Tablet 10's,null
RISP LS Tablet 10's,null
Risnia MD 1mg Tablet 10'S,null
Risnia MD 3mg Tablet 10'S,null
Risdone MT 2mg Tablet 10'S,null
Risdone 2mg Tablet 10'S,null
Risdone 1mg Tablet 10'S,null
RISCHRO PLUS Tablet 10's,null
RISCHRO LS Tablet 10's,null
RISCHRO FORTE Tablet 10's,null
Ridon 0.5mg Tablet 10'S,null
Ridazin 25mg Tablet 10'S,null
Ridazin 10mg Tablet 10'S,null
RESVOM MD Tablet 10's,null
RESTOPAX 50 Tablet 15's,null
RESTOPAX 25 Tablet 15's,null
RESTONORM LS Tablet 15's,null
Resque Plus Tablet 10'S,null
Resque LS Tablet 10'S,null
Resque Forte Tablet 10'S,null
RESPIN 2mg Tablet 10's,null
Resfast Plus Tablet 10's,null
Resfast Md 2Mg Tablet 10's,null
Resfast 1Mg Tablet 10's,null
REPADONE FORTE Tablet 10's,null
Relicalm Plus 10mg Tablet 10'S,null
Relicalm Plus 5mg Tablet 10'S,null
Qutiwel 50mg Tablet 10'S,null
Qutipin SR 50mg Tablet 10'S,null
Qutipin 50mg Tablet 10'S,null
Qutipin 25mg Tablet 10'S,null
Qutipin 200mg Tablet 10'S,null
Qutipin 100mg Tablet 10'S,null
Qutan 25mg Tablet 10'S,null
Qutan 200mg Tablet 10'S,null
Qutan 100mg Tablet 10'S,null
Quser XL 400mg Tablet 10'S,null
Quel SR 400mg Tablet 10'S,null
